ISO;YEAR;BANKING_CRISIS
EUZ;1972;
EUZ;1973;
EUZ;1974;0.0
EUZ;1975;0.0
EUZ;1976;0.0
EUZ;1977;0.0
EUZ;1978;0.0
EUZ;1979;0.0
EUZ;1980;0.0
EUZ;1981;0.0
EUZ;1982;0.0
EUZ;1983;0.0
EUZ;1984;0.0
EUZ;1985;0.0
EUZ;1986;0.0
EUZ;1987;0.0
EUZ;1988;0.0
EUZ;1989;0.0
EUZ;1990;0.0
EUZ;1991;0.0
EUZ;1992;0.0
EUZ;1993;0.0
EUZ;1994;0.0
EUZ;1995;0.0
EUZ;1996;0.0
EUZ;1997;0.0
EUZ;1998;0.0
EUZ;1999;0.0
EUZ;2000;0.0
EUZ;2001;0.0
EUZ;2002;0.0
EUZ;2003;0.0
EUZ;2004;0.0
EUZ;2005;0.0
EUZ;2006;0.0
EUZ;2007;0.0
EUZ;2008;1.0
EUZ;2009;1.0
EUZ;2010;1.0
EUZ;2011;1.0
EUZ;2012;1.0
EUZ;2013;1.0
EUZ;2014;1.0
EUZ;2015;0.0
EUZ;2016;1.0
EUZ;2017;0.0
EUZ;2018;0.0
EUZ;2019;0.0
EUZ;2020;1.0
EUZ;2021;0.0
EUZ;2022;0.0
EUZ;2023;
FIN;1950;
FIN;1951;
FIN;1952;
FIN;1953;
FIN;1954;
FIN;1955;
FIN;1956;
FIN;1957;
FIN;1958;
FIN;1959;
FIN;1960;
FIN;1961;
FIN;1962;
FIN;1963;
FIN;1964;
FIN;1965;
FIN;1966;
FIN;1967;
FIN;1968;
FIN;1969;
FIN;1970;
FIN;1971;
FIN;1972;
FIN;1973;
FIN;1974;
FIN;1975;
FIN;1976;
FIN;1977;
FIN;1978;
FIN;1979;
FIN;1980;
FIN;1981;
FIN;1982;
FIN;1983;
FIN;1984;
FIN;1985;
FIN;1986;
FIN;1987;
FIN;1988;
FIN;1989;
FIN;1990;
FIN;1991;
FIN;1992;
FIN;1993;
FIN;1994;
FIN;1995;
FIN;1996;
FIN;1997;
FIN;1998;
FIN;1999;
FIN;2000;
FIN;2001;
FIN;2002;
FIN;2003;
FIN;2004;
FIN;2005;
FIN;2006;
FIN;2007;
FIN;2008;
FIN;2009;
FIN;2010;0.0
FIN;2011;0.0
FIN;2012;0.0
FIN;2013;0.0
FIN;2014;0.0
FIN;2015;0.0
FIN;2016;0.0
FIN;2017;0.0
FIN;2018;0.0
FIN;2019;0.0
FIN;2020;0.0
FIN;2021;0.0
FIN;2022;0.0
FIN;2023;
FRA;1950;
FRA;1951;
FRA;1952;
FRA;1953;
FRA;1954;
FRA;1955;
FRA;1956;
FRA;1957;
FRA;1958;
FRA;1959;
FRA;1960;
FRA;1961;
FRA;1962;
FRA;1963;
FRA;1964;
FRA;1965;
FRA;1966;
FRA;1967;
FRA;1968;
FRA;1969;
FRA;1970;
FRA;1971;
FRA;1972;
FRA;1973;
FRA;1974;
FRA;1975;
FRA;1976;
FRA;1977;
FRA;1978;
FRA;1979;
FRA;1980;
FRA;1981;
FRA;1982;
FRA;1983;
FRA;1984;
FRA;1985;
FRA;1986;
FRA;1987;0.0
FRA;1988;0.0
FRA;1989;0.0
FRA;1990;0.0
FRA;1991;0.0
FRA;1992;0.0
FRA;1993;0.0
FRA;1994;0.0
FRA;1995;0.0
FRA;1996;0.0
FRA;1997;0.0
FRA;1998;0.0
FRA;1999;0.0
FRA;2000;0.0
FRA;2001;0.0
FRA;2002;0.0
FRA;2003;0.0
FRA;2004;0.0
FRA;2005;0.0
FRA;2006;0.0
FRA;2007;0.0
FRA;2008;1.0
FRA;2009;1.0
FRA;2010;1.0
FRA;2011;0.0
FRA;2012;1.0
FRA;2013;0.0
FRA;2014;0.0
FRA;2015;0.0
FRA;2016;0.0
FRA;2017;0.0
FRA;2018;0.0
FRA;2019;0.0
FRA;2020;1.0
FRA;2021;0.0
FRA;2022;0.0
FRA;2023;
GBR;1950;
GBR;1951;
GBR;1952;
GBR;1953;
GBR;1954;
GBR;1955;
GBR;1956;
GBR;1957;
GBR;1958;
GBR;1959;
GBR;1960;
GBR;1961;
GBR;1962;
GBR;1963;
GBR;1964;
GBR;1965;
GBR;1966;0.0
GBR;1967;0.0
GBR;1968;0.0
GBR;1969;0.0
GBR;1970;0.0
GBR;1971;0.0
GBR;1972;0.0
GBR;1973;0.0
GBR;1974;1.0
GBR;1975;0.0
GBR;1976;0.0
GBR;1977;0.0
GBR;1978;0.0
GBR;1979;0.0
GBR;1980;0.0
GBR;1981;0.0
GBR;1982;0.0
GBR;1983;0.0
GBR;1984;0.0
GBR;1985;0.0
GBR;1986;0.0
GBR;1987;0.0
GBR;1988;0.0
GBR;1989;0.0
GBR;1990;0.0
GBR;1991;0.0
GBR;1992;0.0
GBR;1993;0.0
GBR;1994;0.0
GBR;1995;0.0
GBR;1996;0.0
GBR;1997;0.0
GBR;1998;0.0
GBR;1999;0.0
GBR;2000;0.0
GBR;2001;0.0
GBR;2002;0.0
GBR;2003;0.0
GBR;2004;0.0
GBR;2005;0.0
GBR;2006;0.0
GBR;2007;0.0
GBR;2008;1.0
GBR;2009;1.0
GBR;2010;1.0
GBR;2011;0.0
GBR;2012;0.0
GBR;2013;0.0
GBR;2014;0.0
GBR;2015;0.0
GBR;2016;0.0
GBR;2017;0.0
GBR;2018;0.0
GBR;2019;0.0
GBR;2020;1.0
GBR;2021;1.0
GBR;2022;0.0
GBR;2023;
GRC;1950;
GRC;1951;
GRC;1952;
GRC;1953;
GRC;1954;
GRC;1955;
GRC;1956;
GRC;1957;
GRC;1958;
GRC;1959;
GRC;1960;
GRC;1961;
GRC;1962;
GRC;1963;
GRC;1964;
GRC;1965;
GRC;1966;
GRC;1967;
GRC;1968;
GRC;1969;
GRC;1970;
GRC;1971;
GRC;1972;
GRC;1973;
GRC;1974;
GRC;1975;
GRC;1976;
GRC;1977;
GRC;1978;
GRC;1979;
GRC;1980;
GRC;1981;
GRC;1982;
GRC;1983;
GRC;1984;
GRC;1985;
GRC;1986;
GRC;1987;
GRC;1988;
GRC;1989;0.0
GRC;1990;0.0
GRC;1991;0.0
GRC;1992;0.0
GRC;1993;0.0
GRC;1994;0.0
GRC;1995;0.0
GRC;1996;0.0
GRC;1997;0.0
GRC;1998;0.0
GRC;1999;0.0
GRC;2000;0.0
GRC;2001;1.0
GRC;2002;1.0
GRC;2003;1.0
GRC;2004;1.0
GRC;2005;0.0
GRC;2006;0.0
GRC;2007;0.0
GRC;2008;1.0
GRC;2009;1.0
GRC;2010;1.0
GRC;2011;1.0
GRC;2012;1.0
GRC;2013;1.0
GRC;2014;1.0
GRC;2015;1.0
GRC;2016;1.0
GRC;2017;1.0
GRC;2018;0.0
GRC;2019;0.0
GRC;2020;1.0
GRC;2021;1.0
GRC;2022;1.0
GRC;2023;
HKG;1950;
HKG;1951;
HKG;1952;
HKG;1953;
HKG;1954;
HKG;1955;
HKG;1956;
HKG;1957;
HKG;1958;
HKG;1959;
HKG;1960;
HKG;1961;
HKG;1962;
HKG;1963;
HKG;1964;
HKG;1965;
HKG;1966;
HKG;1967;
HKG;1968;
HKG;1969;
HKG;1970;
HKG;1971;
HKG;1972;
HKG;1973;
HKG;1974;1.0
HKG;1975;0.0
HKG;1976;0.0
HKG;1977;0.0
HKG;1978;0.0
HKG;1979;0.0
HKG;1980;0.0
HKG;1981;0.0
HKG;1982;0.0
HKG;1983;1.0
HKG;1984;1.0
HKG;1985;0.0
HKG;1986;0.0
HKG;1987;0.0
HKG;1988;0.0
HKG;1989;0.0
HKG;1990;0.0
HKG;1991;0.0
HKG;1992;0.0
HKG;1993;0.0
HKG;1994;0.0
HKG;1995;0.0
HKG;1996;0.0
HKG;1997;0.0
HKG;1998;0.0
HKG;1999;0.0
HKG;2000;0.0
HKG;2001;0.0
HKG;2002;0.0
HKG;2003;0.0
HKG;2004;0.0
HKG;2005;0.0
HKG;2006;0.0
HKG;2007;0.0
HKG;2008;0.0
HKG;2009;1.0
HKG;2010;0.0
HKG;2011;0.0
HKG;2012;0.0
HKG;2013;0.0
HKG;2014;0.0
HKG;2015;0.0
HKG;2016;0.0
HKG;2017;0.0
HKG;2018;0.0
HKG;2019;0.0
HKG;2020;1.0
HKG;2021;1.0
HKG;2022;1.0
HKG;2023;
HRV;1950;
HRV;1951;
HRV;1952;
HRV;1953;
HRV;1954;
HRV;1955;
HRV;1956;
HRV;1957;
HRV;1958;
HRV;1959;
HRV;1960;
HRV;1961;
HRV;1962;
HRV;1963;
HRV;1964;
HRV;1965;
HRV;1966;
HRV;1967;
HRV;1968;
HRV;1969;
HRV;1970;
HRV;1971;
HRV;1972;
HRV;1973;
HRV;1974;
HRV;1975;
HRV;1976;
HRV;1977;
HRV;1978;
HRV;1979;
HRV;1980;
HRV;1981;
HRV;1982;
HRV;1983;
HRV;1984;
HRV;1985;
HRV;1986;
HRV;1987;
HRV;1988;
HRV;1989;
HRV;1990;
HRV;1991;
HRV;1992;
HRV;1993;
HRV;1994;
HRV;1995;
HRV;1996;
HRV;1997;
HRV;1998;
HRV;1999;
HRV;2000;
HRV;2001;
HRV;2002;
HRV;2003;
HRV;2004;
HRV;2005;
HRV;2006;0.0
HRV;2007;0.0
HRV;2008;1.0
HRV;2009;1.0
HRV;2010;1.0
HRV;2011;1.0
HRV;2012;0.0
HRV;2013;0.0
HRV;2014;1.0
HRV;2015;0.0
HRV;2016;0.0
HRV;2017;0.0
HRV;2018;0.0
HRV;2019;0.0
HRV;2020;0.0
HRV;2021;0.0
HRV;2022;0.0
HRV;2023;
HUN;1950;
HUN;1951;
HUN;1952;
HUN;1953;
HUN;1954;
HUN;1955;
HUN;1956;
HUN;1957;
HUN;1958;
HUN;1959;
HUN;1960;
HUN;1961;
HUN;1962;
HUN;1963;
HUN;1964;
HUN;1965;
HUN;1966;
HUN;1967;
HUN;1968;
HUN;1969;
HUN;1970;
HUN;1971;
HUN;1972;
HUN;1973;
HUN;1974;
HUN;1975;
HUN;1976;
HUN;1977;
HUN;1978;
HUN;1979;
HUN;1980;
HUN;1981;
HUN;1982;
HUN;1983;
HUN;1984;
HUN;1985;
HUN;1986;
HUN;1987;
HUN;1988;
HUN;1989;
HUN;1990;
HUN;1991;
HUN;1992;
HUN;1993;
HUN;1994;
HUN;1995;0.0
HUN;1996;0.0
HUN;1997;0.0
HUN;1998;0.0
HUN;1999;0.0
HUN;2000;0.0
HUN;2001;0.0
HUN;2002;0.0
HUN;2003;0.0
HUN;2004;0.0
HUN;2005;0.0
HUN;2006;0.0
HUN;2007;0.0
HUN;2008;1.0
HUN;2009;1.0
HUN;2010;1.0
HUN;2011;0.0
HUN;2012;1.0
HUN;2013;0.0
HUN;2014;0.0
HUN;2015;0.0
HUN;2016;0.0
HUN;2017;0.0
HUN;2018;0.0
HUN;2019;0.0
HUN;2020;0.0
HUN;2021;0.0
HUN;2022;1.0
HUN;2023;
IDN;1950;
IDN;1951;
IDN;1952;
IDN;1953;
IDN;1954;
IDN;1955;
IDN;1956;
IDN;1957;
IDN;1958;
IDN;1959;
IDN;1960;
IDN;1961;
IDN;1962;
IDN;1963;
IDN;1964;
IDN;1965;
IDN;1966;
IDN;1967;
IDN;1968;
IDN;1969;
IDN;1970;
IDN;1971;
IDN;1972;
IDN;1973;
IDN;1974;
IDN;1975;
IDN;1976;
IDN;1977;
IDN;1978;
IDN;1979;
IDN;1980;
IDN;1981;
IDN;1982;
IDN;1983;
IDN;1984;
IDN;1985;
IDN;1986;
IDN;1987;
IDN;1988;
IDN;1989;
IDN;1990;
IDN;1991;1.0
IDN;1992;0.0
IDN;1993;0.0
IDN;1994;0.0
IDN;1995;0.0
IDN;1996;0.0
IDN;1997;0.0
IDN;1998;1.0
IDN;1999;1.0
IDN;2000;1.0
IDN;2001;1.0
IDN;2002;1.0
IDN;2003;0.0
IDN;2004;0.0
IDN;2005;0.0
IDN;2006;0.0
IDN;2007;0.0
IDN;2008;0.0
IDN;2009;0.0
IDN;2010;0.0
IDN;2011;0.0
IDN;2012;0.0
IDN;2013;0.0
IDN;2014;0.0
IDN;2015;0.0
IDN;2016;0.0
IDN;2017;0.0
IDN;2018;0.0
IDN;2019;0.0
IDN;2020;0.0
IDN;2021;0.0
IDN;2022;0.0
IDN;2023;
IND;1950;
IND;1951;
IND;1952;
IND;1953;
IND;1954;
IND;1955;
IND;1956;
IND;1957;
IND;1958;
IND;1959;
IND;1960;
IND;1961;
IND;1962;
IND;1963;
IND;1964;
IND;1965;
IND;1966;
IND;1967;
IND;1968;
IND;1969;
IND;1970;
IND;1971;
IND;1972;
IND;1973;
IND;1974;
IND;1975;
IND;1976;
IND;1977;
IND;1978;
IND;1979;
IND;1980;
IND;1981;
IND;1982;
IND;1983;
IND;1984;
IND;1985;
IND;1986;
IND;1987;
IND;1988;
IND;1989;
IND;1990;
IND;1991;0.0
IND;1992;0.0
IND;1993;1.0
IND;1994;1.0
IND;1995;0.0
IND;1996;0.0
IND;1997;0.0
IND;1998;0.0
IND;1999;0.0
IND;2000;0.0
IND;2001;0.0
IND;2002;0.0
IND;2003;0.0
IND;2004;0.0
IND;2005;0.0
IND;2006;0.0
IND;2007;0.0
IND;2008;0.0
IND;2009;0.0
IND;2010;0.0
IND;2011;0.0
IND;2012;0.0
IND;2013;0.0
IND;2014;0.0
IND;2015;0.0
IND;2016;0.0
IND;2017;0.0
IND;2018;0.0
IND;2019;0.0
IND;2020;0.0
IND;2021;0.0
IND;2022;0.0
IND;2023;
IRL;1950;
IRL;1951;
IRL;1952;
IRL;1953;
IRL;1954;
IRL;1955;
IRL;1956;
IRL;1957;
IRL;1958;
IRL;1959;
IRL;1960;
IRL;1961;
IRL;1962;
IRL;1963;
IRL;1964;
IRL;1965;
IRL;1966;
IRL;1967;
IRL;1968;
IRL;1969;
IRL;1970;
IRL;1971;
IRL;1972;
IRL;1973;
IRL;1974;0.0
IRL;1975;0.0
IRL;1976;0.0
IRL;1977;0.0
IRL;1978;0.0
IRL;1979;0.0
IRL;1980;0.0
IRL;1981;0.0
IRL;1982;0.0
IRL;1983;0.0
IRL;1984;0.0
IRL;1985;0.0
IRL;1986;0.0
IRL;1987;0.0
IRL;1988;0.0
IRL;1989;0.0
IRL;1990;0.0
IRL;1991;0.0
IRL;1992;0.0
IRL;1993;0.0
IRL;1994;0.0
IRL;1995;0.0
IRL;1996;0.0
IRL;1997;0.0
IRL;1998;0.0
IRL;1999;0.0
IRL;2000;0.0
IRL;2001;0.0
IRL;2002;0.0
IRL;2003;0.0
IRL;2004;0.0
IRL;2005;0.0
IRL;2006;0.0
IRL;2007;0.0
IRL;2008;1.0
IRL;2009;1.0
IRL;2010;1.0
IRL;2011;1.0
IRL;2012;1.0
IRL;2013;1.0
IRL;2014;1.0
IRL;2015;1.0
IRL;2016;1.0
IRL;2017;1.0
IRL;2018;0.0
IRL;2019;1.0
IRL;2020;1.0
IRL;2021;1.0
IRL;2022;1.0
IRL;2023;
ISR;1950;
ISR;1951;
ISR;1952;
ISR;1953;
ISR;1954;
ISR;1955;
ISR;1956;
ISR;1957;
ISR;1958;
ISR;1959;
ISR;1960;
ISR;1961;
ISR;1962;
ISR;1963;
ISR;1964;
ISR;1965;
ISR;1966;
ISR;1967;
ISR;1968;
ISR;1969;
ISR;1970;
ISR;1971;
ISR;1972;
ISR;1973;
ISR;1974;
ISR;1975;
ISR;1976;
ISR;1977;
ISR;1978;
ISR;1979;
ISR;1980;
ISR;1981;
ISR;1982;
ISR;1983;
ISR;1984;
ISR;1985;
ISR;1986;
ISR;1987;
ISR;1988;
ISR;1989;
ISR;1990;
ISR;1991;
ISR;1992;
ISR;1993;
ISR;1994;0.0
ISR;1995;0.0
ISR;1996;0.0
ISR;1997;0.0
ISR;1998;0.0
ISR;1999;0.0
ISR;2000;0.0
ISR;2001;0.0
ISR;2002;0.0
ISR;2003;0.0
ISR;2004;0.0
ISR;2005;0.0
ISR;2006;0.0
ISR;2007;0.0
ISR;2008;0.0
ISR;2009;1.0
ISR;2010;0.0
ISR;2011;0.0
ISR;2012;0.0
ISR;2013;0.0
ISR;2014;0.0
ISR;2015;0.0
ISR;2016;0.0
ISR;2017;0.0
ISR;2018;0.0
ISR;2019;0.0
ISR;2020;0.0
ISR;2021;0.0
ISR;2022;0.0
ISR;2023;
ITA;1950;
ITA;1951;
ITA;1952;
ITA;1953;
ITA;1954;
ITA;1955;
ITA;1956;
ITA;1957;
ITA;1958;
ITA;1959;
ITA;1960;
ITA;1961;
ITA;1962;
ITA;1963;
ITA;1964;
ITA;1965;
ITA;1966;
ITA;1967;
ITA;1968;
ITA;1969;
ITA;1970;
ITA;1971;
ITA;1972;
ITA;1973;
ITA;1974;0.0
ITA;1975;0.0
ITA;1976;0.0
ITA;1977;0.0
ITA;1978;0.0
ITA;1979;0.0
ITA;1980;0.0
ITA;1981;0.0
ITA;1982;0.0
ITA;1983;1.0
ITA;1984;0.0
ITA;1985;0.0
ITA;1986;0.0
ITA;1987;0.0
ITA;1988;1.0
ITA;1989;0.0
ITA;1990;0.0
ITA;1991;0.0
ITA;1992;0.0
ITA;1993;0.0
ITA;1994;0.0
ITA;1995;0.0
ITA;1996;0.0
ITA;1997;0.0
ITA;1998;0.0
ITA;1999;0.0
ITA;2000;0.0
ITA;2001;0.0
ITA;2002;1.0
ITA;2003;1.0
ITA;2004;0.0
ITA;2005;0.0
ITA;2006;0.0
ITA;2007;0.0
ITA;2008;1.0
ITA;2009;1.0
ITA;2010;1.0
ITA;2011;1.0
ITA;2012;1.0
ITA;2013;1.0
ITA;2014;1.0
ITA;2015;1.0
ITA;2016;1.0
ITA;2017;0.0
ITA;2018;0.0
ITA;2019;0.0
ITA;2020;1.0
ITA;2021;0.0
ITA;2022;0.0
ITA;2023;
JOR;1950;
JOR;1951;
JOR;1952;
JOR;1953;
JOR;1954;
JOR;1955;
JOR;1956;
JOR;1957;
JOR;1958;
JOR;1959;
JOR;1960;
JOR;1961;
JOR;1962;
JOR;1963;
JOR;1964;
JOR;1965;
JOR;1966;
JOR;1967;
JOR;1968;
JOR;1969;
JOR;1970;
JOR;1971;
JOR;1972;
JOR;1973;
JOR;1974;
JOR;1975;
JOR;1976;
JOR;1977;
JOR;1978;
JOR;1979;
JOR;1980;
JOR;1981;
JOR;1982;
JOR;1983;
JOR;1984;
JOR;1985;
JOR;1986;
JOR;1987;
JOR;1988;
JOR;1989;
JOR;1990;
JOR;1991;
JOR;1992;
JOR;1993;
JOR;1994;
JOR;1995;
JOR;1996;
JOR;1997;
JOR;1998;
JOR;1999;
JOR;2000;
JOR;2001;
JOR;2002;
JOR;2003;
JOR;2004;
JOR;2005;
JOR;2006;
JOR;2007;0.0
JOR;2008;0.0
JOR;2009;0.0
JOR;2010;1.0
JOR;2011;1.0
JOR;2012;1.0
JOR;2013;1.0
JOR;2014;1.0
JOR;2015;0.0
JOR;2016;0.0
JOR;2017;0.0
JOR;2018;0.0
JOR;2019;0.0
JOR;2020;1.0
JOR;2021;0.0
JOR;2022;0.0
JOR;2023;
JPN;1950;
JPN;1951;
JPN;1952;
JPN;1953;
JPN;1954;
JPN;1955;
JPN;1956;
JPN;1957;
JPN;1958;
JPN;1959;
JPN;1960;
JPN;1961;
JPN;1962;
JPN;1963;
JPN;1964;
JPN;1965;
JPN;1966;
JPN;1967;
JPN;1968;
JPN;1969;
JPN;1970;
JPN;1971;
JPN;1972;
JPN;1973;
JPN;1974;0.0
JPN;1975;0.0
JPN;1976;0.0
JPN;1977;0.0
JPN;1978;0.0
JPN;1979;0.0
JPN;1980;0.0
JPN;1981;0.0
JPN;1982;0.0
JPN;1983;0.0
JPN;1984;0.0
JPN;1985;0.0
JPN;1986;0.0
JPN;1987;0.0
JPN;1988;0.0
JPN;1989;0.0
JPN;1990;0.0
JPN;1991;0.0
JPN;1992;1.0
JPN;1993;0.0
JPN;1994;0.0
JPN;1995;0.0
JPN;1996;0.0
JPN;1997;0.0
JPN;1998;1.0
JPN;1999;1.0
JPN;2000;0.0
JPN;2001;1.0
JPN;2002;1.0
JPN;2003;1.0
JPN;2004;1.0
JPN;2005;0.0
JPN;2006;0.0
JPN;2007;0.0
JPN;2008;1.0
JPN;2009;1.0
JPN;2010;1.0
JPN;2011;1.0
JPN;2012;1.0
JPN;2013;1.0
JPN;2014;1.0
JPN;2015;1.0
JPN;2016;0.0
JPN;2017;0.0
JPN;2018;0.0
JPN;2019;0.0
JPN;2020;1.0
JPN;2021;0.0
JPN;2022;0.0
JPN;2023;
KOR;1950;
KOR;1951;
KOR;1952;
KOR;1953;
KOR;1954;
KOR;1955;
KOR;1956;
KOR;1957;
KOR;1958;
KOR;1959;
KOR;1960;
KOR;1961;
KOR;1962;
KOR;1963;
KOR;1964;
KOR;1965;
KOR;1966;
KOR;1967;
KOR;1968;
KOR;1969;
KOR;1970;
KOR;1971;
KOR;1972;
KOR;1973;
KOR;1974;
KOR;1975;
KOR;1976;
KOR;1977;
KOR;1978;
KOR;1979;
KOR;1980;
KOR;1981;
KOR;1982;
KOR;1983;
KOR;1984;
KOR;1985;
KOR;1986;
KOR;1987;
KOR;1988;0.0
KOR;1989;0.0
KOR;1990;0.0
KOR;1991;0.0
KOR;1992;1.0
KOR;1993;1.0
KOR;1994;1.0
KOR;1995;0.0
KOR;1996;0.0
KOR;1997;1.0
KOR;1998;1.0
KOR;1999;1.0
KOR;2000;1.0
KOR;2001;1.0
KOR;2002;0.0
KOR;2003;0.0
KOR;2004;0.0
KOR;2005;0.0
KOR;2006;0.0
KOR;2007;0.0
KOR;2008;0.0
KOR;2009;1.0
KOR;2010;0.0
KOR;2011;0.0
KOR;2012;0.0
KOR;2013;0.0
KOR;2014;0.0
KOR;2015;0.0
KOR;2016;0.0
KOR;2017;0.0
KOR;2018;0.0
KOR;2019;0.0
KOR;2020;1.0
KOR;2021;0.0
KOR;2022;0.0
KOR;2023;
KWT;1950;
KWT;1951;
KWT;1952;
KWT;1953;
KWT;1954;
KWT;1955;
KWT;1956;
KWT;1957;
KWT;1958;
KWT;1959;
KWT;1960;
KWT;1961;
KWT;1962;
KWT;1963;
KWT;1964;
KWT;1965;
KWT;1966;
KWT;1967;
KWT;1968;
KWT;1969;
KWT;1970;
KWT;1971;
KWT;1972;
KWT;1973;
KWT;1974;
KWT;1975;
KWT;1976;
KWT;1977;
KWT;1978;
KWT;1979;
KWT;1980;
KWT;1981;
KWT;1982;
KWT;1983;
KWT;1984;
KWT;1985;
KWT;1986;
KWT;1987;
KWT;1988;
KWT;1989;
KWT;1990;
KWT;1991;
KWT;1992;
KWT;1993;
KWT;1994;
KWT;1995;
KWT;1996;
KWT;1997;
KWT;1998;
KWT;1999;
KWT;2000;
KWT;2001;
KWT;2002;
KWT;2003;
KWT;2004;0.0
KWT;2005;0.0
KWT;2006;0.0
KWT;2007;0.0
KWT;2008;0.0
KWT;2009;1.0
KWT;2010;1.0
KWT;2011;1.0
KWT;2012;0.0
KWT;2013;0.0
KWT;2014;0.0
KWT;2015;0.0
KWT;2016;0.0
KWT;2017;0.0
KWT;2018;0.0
KWT;2019;0.0
KWT;2020;0.0
KWT;2021;0.0
KWT;2022;0.0
KWT;2023;
LKA;1950;
LKA;1951;
LKA;1952;
LKA;1953;
LKA;1954;
LKA;1955;
LKA;1956;
LKA;1957;
LKA;1958;
LKA;1959;
LKA;1960;
LKA;1961;
LKA;1962;
LKA;1963;
LKA;1964;
LKA;1965;
LKA;1966;
LKA;1967;
LKA;1968;
LKA;1969;
LKA;1970;
LKA;1971;
LKA;1972;
LKA;1973;
LKA;1974;
LKA;1975;
LKA;1976;
LKA;1977;
LKA;1978;
LKA;1979;
LKA;1980;
LKA;1981;
LKA;1982;
LKA;1983;
LKA;1984;
LKA;1985;
LKA;1986;
LKA;1987;
LKA;1988;0.0
LKA;1989;0.0
LKA;1990;0.0
LKA;1991;0.0
LKA;1992;0.0
LKA;1993;0.0
LKA;1994;0.0
LKA;1995;0.0
LKA;1996;1.0
LKA;1997;1.0
LKA;1998;0.0
LKA;1999;1.0
LKA;2000;1.0
LKA;2001;1.0
LKA;2002;0.0
LKA;2003;0.0
LKA;2004;0.0
LKA;2005;0.0
LKA;2006;0.0
LKA;2007;0.0
LKA;2008;0.0
LKA;2009;0.0
LKA;2010;0.0
LKA;2011;0.0
LKA;2012;0.0
LKA;2013;0.0
LKA;2014;0.0
LKA;2015;0.0
LKA;2016;0.0
LKA;2017;0.0
LKA;2018;0.0
LKA;2019;0.0
LKA;2020;1.0
LKA;2021;1.0
LKA;2022;0.0
LKA;2023;
LTU;1950;
LTU;1951;
LTU;1952;
LTU;1953;
LTU;1954;
LTU;1955;
LTU;1956;
LTU;1957;
LTU;1958;
LTU;1959;
LTU;1960;
LTU;1961;
LTU;1962;
LTU;1963;
LTU;1964;
LTU;1965;
LTU;1966;
LTU;1967;
LTU;1968;
LTU;1969;
LTU;1970;
LTU;1971;
LTU;1972;
LTU;1973;
LTU;1974;
LTU;1975;
LTU;1976;
LTU;1977;
LTU;1978;
LTU;1979;
LTU;1980;
LTU;1981;
LTU;1982;
LTU;1983;
LTU;1984;
LTU;1985;
LTU;1986;
LTU;1987;
LTU;1988;
LTU;1989;
LTU;1990;
LTU;1991;
LTU;1992;
LTU;1993;
LTU;1994;
LTU;1995;
LTU;1996;
LTU;1997;
LTU;1998;
LTU;1999;0.0
LTU;2000;0.0
LTU;2001;0.0
LTU;2002;0.0
LTU;2003;0.0
LTU;2004;0.0
LTU;2005;0.0
LTU;2006;0.0
LTU;2007;0.0
LTU;2008;1.0
LTU;2009;1.0
LTU;2010;1.0
LTU;2011;0.0
LTU;2012;0.0
LTU;2013;0.0
LTU;2014;0.0
LTU;2015;0.0
LTU;2016;0.0
LTU;2017;0.0
LTU;2018;0.0
LTU;2019;0.0
LTU;2020;0.0
LTU;2021;0.0
LTU;2022;0.0
LTU;2023;
LUX;1950;
LUX;1951;
LUX;1952;
LUX;1953;
LUX;1954;
LUX;1955;
LUX;1956;
LUX;1957;
LUX;1958;
LUX;1959;
LUX;1960;
LUX;1961;
LUX;1962;
LUX;1963;
LUX;1964;
LUX;1965;
LUX;1966;
LUX;1967;
LUX;1968;
LUX;1969;
LUX;1970;
LUX;1971;
LUX;1972;
LUX;1973;
LUX;1974;
LUX;1975;
LUX;1976;
LUX;1977;
LUX;1978;
LUX;1979;
LUX;1980;
LUX;1981;
LUX;1982;
LUX;1983;
LUX;1984;
LUX;1985;
LUX;1986;
LUX;1987;
LUX;1988;
LUX;1989;
LUX;1990;
LUX;1991;
LUX;1992;
LUX;1993;0.0
LUX;1994;0.0
LUX;1995;0.0
LUX;1996;0.0
LUX;1997;0.0
LUX;1998;0.0
LUX;1999;0.0
LUX;2000;0.0
LUX;2001;0.0
LUX;2002;0.0
LUX;2003;0.0
LUX;2004;0.0
LUX;2005;0.0
LUX;2006;0.0
LUX;2007;0.0
LUX;2008;1.0
LUX;2009;1.0
LUX;2010;1.0
LUX;2011;0.0
LUX;2012;1.0
LUX;2013;1.0
LUX;2014;1.0
LUX;2015;1.0
LUX;2016;1.0
LUX;2017;1.0
LUX;2018;1.0
LUX;2019;1.0
LUX;2020;1.0
LUX;2021;1.0
LUX;2022;1.0
LUX;2023;
MAR;1950;
MAR;1951;
MAR;1952;
MAR;1953;
MAR;1954;
MAR;1955;
MAR;1956;
MAR;1957;
MAR;1958;
MAR;1959;
MAR;1960;
MAR;1961;
MAR;1962;
MAR;1963;
MAR;1964;
MAR;1965;
MAR;1966;
MAR;1967;
MAR;1968;
MAR;1969;
MAR;1970;
MAR;1971;
MAR;1972;
MAR;1973;
MAR;1974;
MAR;1975;
MAR;1976;
MAR;1977;
MAR;1978;
MAR;1979;
MAR;1980;
MAR;1981;
MAR;1982;
MAR;1983;
MAR;1984;
MAR;1985;
