ISO;YEAR;crisis_FR;crisis_EMP
BMU;2006Q1;0.0;
BMU;2006Q2;0.0;
BMU;2006Q3;0.0;
BMU;2006Q4;0.0;
BMU;2007Q1;0.0;
BMU;2007Q2;0.0;
BMU;2007Q3;0.0;
BMU;2007Q4;0.0;
BMU;2008Q1;0.0;
BMU;2008Q2;0.0;
BMU;2008Q3;0.0;
BMU;2008Q4;0.0;
BMU;2009Q1;0.0;
BMU;2009Q2;0.0;
BMU;2009Q3;0.0;
BMU;2009Q4;0.0;
BMU;2010Q1;0.0;
BMU;2010Q2;0.0;
BMU;2010Q3;0.0;
BMU;2010Q4;0.0;
BMU;2011Q1;0.0;
BMU;2011Q2;0.0;
BMU;2011Q3;0.0;
BMU;2011Q4;0.0;
BMU;2012Q1;0.0;
BMU;2012Q2;0.0;
BMU;2012Q3;0.0;
BMU;2012Q4;0.0;
BMU;2013Q1;0.0;
BMU;2013Q2;0.0;
BMU;2013Q3;0.0;
BMU;2013Q4;0.0;
BMU;2014Q1;0.0;
BMU;2014Q2;0.0;
BMU;2014Q3;0.0;
BMU;2014Q4;0.0;
BMU;2015Q1;0.0;
BMU;2015Q2;0.0;
BMU;2015Q3;0.0;
BMU;2015Q4;0.0;
BMU;2016Q1;0.0;
BMU;2016Q2;0.0;
BMU;2016Q3;0.0;
BMU;2016Q4;0.0;
BMU;2017Q1;0.0;
BMU;2017Q2;0.0;
BMU;2017Q3;0.0;
BMU;2017Q4;0.0;
BMU;2018Q1;0.0;
BMU;2018Q2;0.0;
BMU;2018Q3;0.0;
BMU;2018Q4;0.0;
BMU;2019Q1;0.0;
BMU;2019Q2;0.0;
BMU;2019Q3;0.0;
BMU;2019Q4;0.0;
BMU;2020Q1;0.0;
BMU;2020Q2;0.0;
BMU;2020Q3;0.0;
BMU;2020Q4;0.0;
BMU;2021Q1;0.0;
BMU;2021Q2;0.0;
BMU;2021Q3;0.0;
BMU;2021Q4;0.0;
BMU;2022Q1;0.0;
BMU;2022Q2;0.0;
BMU;2022Q3;0.0;
BMU;2022Q4;;
BOL;1920Q1;;
BOL;1920Q2;;
BOL;1920Q3;;
BOL;1920Q4;;
BOL;1921Q1;;
BOL;1921Q2;;
BOL;1921Q3;;
BOL;1921Q4;;
BOL;1922Q1;;
BOL;1922Q2;;
BOL;1922Q3;;
BOL;1922Q4;;
BOL;1923Q1;;
BOL;1923Q2;;
BOL;1923Q3;;
BOL;1923Q4;;
BOL;1924Q1;;
BOL;1924Q2;;
BOL;1924Q3;;
BOL;1924Q4;;
BOL;1925Q1;;
BOL;1925Q2;;
BOL;1925Q3;;
BOL;1925Q4;;
BOL;1926Q1;;
BOL;1926Q2;;
BOL;1926Q3;;
BOL;1926Q4;;
BOL;1927Q1;;
BOL;1927Q2;;
BOL;1927Q3;;
BOL;1927Q4;;
BOL;1928Q1;;
BOL;1928Q2;;
BOL;1928Q3;;
BOL;1928Q4;;
BOL;1929Q1;;
BOL;1929Q2;;
BOL;1929Q3;;
BOL;1929Q4;;
BOL;1930Q1;;
BOL;1930Q2;;
BOL;1930Q3;;
BOL;1930Q4;;
BOL;1931Q1;;
BOL;1931Q2;;
BOL;1931Q3;;
BOL;1931Q4;;
BOL;1932Q1;;
BOL;1932Q2;;
BOL;1932Q3;;
BOL;1932Q4;;
BOL;1933Q1;;
BOL;1933Q2;;
BOL;1933Q3;;
BOL;1933Q4;;
BOL;1934Q1;;
BOL;1934Q2;;
BOL;1934Q3;;
BOL;1934Q4;;
BOL;1935Q1;;
BOL;1935Q2;;
BOL;1935Q3;;
BOL;1935Q4;;
BOL;1936Q1;;
BOL;1936Q2;;
BOL;1936Q3;;
BOL;1936Q4;;
BOL;1937Q1;;
BOL;1937Q2;;
BOL;1937Q3;;
BOL;1937Q4;;
BOL;1938Q1;;
BOL;1938Q2;;
BOL;1938Q3;;
BOL;1938Q4;;
BOL;1939Q1;;
BOL;1939Q2;;
BOL;1939Q3;;
BOL;1939Q4;;
BOL;1940Q1;;
BOL;1940Q2;;
BOL;1940Q3;;
BOL;1940Q4;;
BOL;1941Q1;;
BOL;1941Q2;;
BOL;1941Q3;;
BOL;1941Q4;;
BOL;1942Q1;;
BOL;1942Q2;;
BOL;1942Q3;;
BOL;1942Q4;;
BOL;1943Q1;;
BOL;1943Q2;;
BOL;1943Q3;;
BOL;1943Q4;;
BOL;1944Q1;;
BOL;1944Q2;;
BOL;1944Q3;;
BOL;1944Q4;;
BOL;1945Q1;;
BOL;1945Q2;;
BOL;1945Q3;;
BOL;1945Q4;;
BOL;1946Q1;;
BOL;1946Q2;;
BOL;1946Q3;;
BOL;1946Q4;;
BOL;1947Q1;;
BOL;1947Q2;;
BOL;1947Q3;;
BOL;1947Q4;;
BOL;1948Q1;;
BOL;1948Q2;;
BOL;1948Q3;;
BOL;1948Q4;;
BOL;1949Q1;;
BOL;1949Q2;;
BOL;1949Q3;;
BOL;1949Q4;;
BOL;1950Q1;;
BOL;1950Q2;;
BOL;1950Q3;;
BOL;1950Q4;;
BOL;1951Q1;;
BOL;1951Q2;;
BOL;1951Q3;;
BOL;1951Q4;;
BOL;1952Q1;;
BOL;1952Q2;;
BOL;1952Q3;;
BOL;1952Q4;;
BOL;1953Q1;;
BOL;1953Q2;;
BOL;1953Q3;;
BOL;1953Q4;;
BOL;1954Q1;;
BOL;1954Q2;;
BOL;1954Q3;;
BOL;1954Q4;;
BOL;1955Q1;;
BOL;1955Q2;;
BOL;1955Q3;;
BOL;1955Q4;;
BOL;1956Q1;;
BOL;1956Q2;;
BOL;1956Q3;;
BOL;1956Q4;;
BOL;1957Q1;;
BOL;1957Q2;;
BOL;1957Q3;;
BOL;1957Q4;;
BOL;1958Q1;;
BOL;1958Q2;;
BOL;1958Q3;;
BOL;1958Q4;;
BOL;1959Q1;1.0;
BOL;1959Q2;1.0;
BOL;1959Q3;0.0;
BOL;1959Q4;0.0;
BOL;1960Q1;0.0;
BOL;1960Q2;0.0;
BOL;1960Q3;0.0;
BOL;1960Q4;0.0;
BOL;1961Q1;0.0;
BOL;1961Q2;0.0;
BOL;1961Q3;0.0;
BOL;1961Q4;0.0;
BOL;1962Q1;0.0;
BOL;1962Q2;0.0;
BOL;1962Q3;0.0;
BOL;1962Q4;0.0;
BOL;1963Q1;0.0;
BOL;1963Q2;0.0;
BOL;1963Q3;0.0;
BOL;1963Q4;0.0;
BOL;1964Q1;0.0;
BOL;1964Q2;0.0;
BOL;1964Q3;0.0;
BOL;1964Q4;0.0;
BOL;1965Q1;0.0;
BOL;1965Q2;0.0;
BOL;1965Q3;0.0;
BOL;1965Q4;0.0;
BOL;1966Q1;0.0;
BOL;1966Q2;0.0;
BOL;1966Q3;0.0;
BOL;1966Q4;0.0;
BOL;1967Q1;0.0;
BOL;1967Q2;0.0;
BOL;1967Q3;0.0;
BOL;1967Q4;0.0;
BOL;1968Q1;0.0;
BOL;1968Q2;0.0;
BOL;1968Q3;0.0;
BOL;1968Q4;0.0;
BOL;1969Q1;0.0;
BOL;1969Q2;0.0;
BOL;1969Q3;0.0;
BOL;1969Q4;0.0;
BOL;1970Q1;0.0;
BOL;1970Q2;0.0;
BOL;1970Q3;0.0;
BOL;1970Q4;0.0;
BOL;1971Q1;0.0;
BOL;1971Q2;0.0;
BOL;1971Q3;0.0;
BOL;1971Q4;0.0;
BOL;1972Q1;0.0;
BOL;1972Q2;0.0;
BOL;1972Q3;0.0;
BOL;1972Q4;1.0;
BOL;1973Q1;1.0;
BOL;1973Q2;1.0;
BOL;1973Q3;1.0;
BOL;1973Q4;0.0;
BOL;1974Q1;0.0;
BOL;1974Q2;0.0;
BOL;1974Q3;0.0;
BOL;1974Q4;0.0;
BOL;1975Q1;0.0;
BOL;1975Q2;0.0;
BOL;1975Q3;0.0;
BOL;1975Q4;0.0;
BOL;1976Q1;0.0;
BOL;1976Q2;0.0;
BOL;1976Q3;0.0;
BOL;1976Q4;0.0;
BOL;1977Q1;0.0;
BOL;1977Q2;0.0;
BOL;1977Q3;0.0;
BOL;1977Q4;0.0;
BOL;1978Q1;0.0;
BOL;1978Q2;0.0;
BOL;1978Q3;0.0;
BOL;1978Q4;0.0;
BOL;1979Q1;0.0;
BOL;1979Q2;0.0;
BOL;1979Q3;0.0;
BOL;1979Q4;0.0;
BOL;1980Q1;0.0;
BOL;1980Q2;0.0;
BOL;1980Q3;0.0;
BOL;1980Q4;0.0;
BOL;1981Q1;0.0;
BOL;1981Q2;0.0;
BOL;1981Q3;0.0;
BOL;1981Q4;0.0;
BOL;1982Q1;1.0;
BOL;1982Q2;1.0;
BOL;1982Q3;1.0;
BOL;1982Q4;1.0;
BOL;1983Q1;1.0;
BOL;1983Q2;1.0;
BOL;1983Q3;1.0;
BOL;1983Q4;0.0;
BOL;1984Q1;0.0;
BOL;1984Q2;1.0;
BOL;1984Q3;1.0;
BOL;1984Q4;1.0;
BOL;1985Q1;1.0;
BOL;1985Q2;1.0;
BOL;1985Q3;1.0;
BOL;1985Q4;1.0;
BOL;1986Q1;1.0;
BOL;1986Q2;0.0;
BOL;1986Q3;0.0;
BOL;1986Q4;0.0;
BOL;1987Q1;0.0;
BOL;1987Q2;0.0;
BOL;1987Q3;0.0;
BOL;1987Q4;0.0;
BOL;1988Q1;0.0;
BOL;1988Q2;0.0;
BOL;1988Q3;0.0;
BOL;1988Q4;0.0;
BOL;1989Q1;0.0;
BOL;1989Q2;0.0;
BOL;1989Q3;0.0;
BOL;1989Q4;0.0;
BOL;1990Q1;0.0;
BOL;1990Q2;0.0;
BOL;1990Q3;0.0;
BOL;1990Q4;0.0;
BOL;1991Q1;0.0;
BOL;1991Q2;0.0;
BOL;1991Q3;0.0;
BOL;1991Q4;0.0;
BOL;1992Q1;0.0;
BOL;1992Q2;0.0;
BOL;1992Q3;0.0;
BOL;1992Q4;0.0;
BOL;1993Q1;0.0;
BOL;1993Q2;0.0;
BOL;1993Q3;0.0;
BOL;1993Q4;0.0;
BOL;1994Q1;0.0;
BOL;1994Q2;0.0;
BOL;1994Q3;0.0;
BOL;1994Q4;0.0;
BOL;1995Q1;0.0;
BOL;1995Q2;0.0;
BOL;1995Q3;0.0;
BOL;1995Q4;0.0;
BOL;1996Q1;0.0;
BOL;1996Q2;0.0;
BOL;1996Q3;0.0;
BOL;1996Q4;0.0;
BOL;1997Q1;0.0;
BOL;1997Q2;0.0;
BOL;1997Q3;0.0;
BOL;1997Q4;0.0;
BOL;1998Q1;0.0;
BOL;1998Q2;0.0;
BOL;1998Q3;0.0;
BOL;1998Q4;0.0;
BOL;1999Q1;0.0;
BOL;1999Q2;0.0;
BOL;1999Q3;0.0;
BOL;1999Q4;0.0;
BOL;2000Q1;0.0;
BOL;2000Q2;0.0;
BOL;2000Q3;0.0;
BOL;2000Q4;0.0;
BOL;2001Q1;0.0;
BOL;2001Q2;0.0;
BOL;2001Q3;0.0;
BOL;2001Q4;0.0;
BOL;2002Q1;0.0;
BOL;2002Q2;0.0;
BOL;2002Q3;0.0;
BOL;2002Q4;0.0;
BOL;2003Q1;0.0;
BOL;2003Q2;0.0;
BOL;2003Q3;0.0;
BOL;2003Q4;0.0;
BOL;2004Q1;0.0;
BOL;2004Q2;0.0;
BOL;2004Q3;0.0;
BOL;2004Q4;0.0;
BOL;2005Q1;0.0;
BOL;2005Q2;0.0;
BOL;2005Q3;0.0;
BOL;2005Q4;0.0;
BOL;2006Q1;0.0;
BOL;2006Q2;0.0;
BOL;2006Q3;0.0;
BOL;2006Q4;0.0;
BOL;2007Q1;0.0;
BOL;2007Q2;0.0;
BOL;2007Q3;0.0;
BOL;2007Q4;0.0;
BOL;2008Q1;0.0;
BOL;2008Q2;0.0;
BOL;2008Q3;0.0;
BOL;2008Q4;0.0;
BOL;2009Q1;0.0;
BOL;2009Q2;0.0;
BOL;2009Q3;0.0;
BOL;2009Q4;0.0;
BOL;2010Q1;0.0;
BOL;2010Q2;0.0;
BOL;2010Q3;0.0;
BOL;2010Q4;0.0;
BOL;2011Q1;0.0;
BOL;2011Q2;0.0;
BOL;2011Q3;0.0;
BOL;2011Q4;0.0;
BOL;2012Q1;0.0;
BOL;2012Q2;0.0;
BOL;2012Q3;0.0;
BOL;2012Q4;0.0;
BOL;2013Q1;0.0;
BOL;2013Q2;0.0;
BOL;2013Q3;0.0;
BOL;2013Q4;0.0;
BOL;2014Q1;0.0;
BOL;2014Q2;0.0;
BOL;2014Q3;0.0;
BOL;2014Q4;0.0;
BOL;2015Q1;0.0;
BOL;2015Q2;0.0;
BOL;2015Q3;0.0;
BOL;2015Q4;0.0;
BOL;2016Q1;0.0;
BOL;2016Q2;0.0;
BOL;2016Q3;0.0;
BOL;2016Q4;0.0;
BOL;2017Q1;0.0;
BOL;2017Q2;0.0;
BOL;2017Q3;0.0;
BOL;2017Q4;0.0;
BOL;2018Q1;0.0;
BOL;2018Q2;0.0;
BOL;2018Q3;0.0;
BOL;2018Q4;0.0;
BOL;2019Q1;0.0;
BOL;2019Q2;0.0;
BOL;2019Q3;0.0;
BOL;2019Q4;0.0;
BOL;2020Q1;0.0;
BOL;2020Q2;0.0;
BOL;2020Q3;0.0;
BOL;2020Q4;0.0;
BOL;2021Q1;0.0;
BOL;2021Q2;0.0;
BOL;2021Q3;0.0;
BOL;2021Q4;0.0;
BOL;2022Q1;0.0;
BOL;2022Q2;0.0;
BOL;2022Q3;0.0;
BOL;2022Q4;;
BRA;1920Q1;;
BRA;1920Q2;;
BRA;1920Q3;;
BRA;1920Q4;;
BRA;1921Q1;;
BRA;1921Q2;;
BRA;1921Q3;;
BRA;1921Q4;;
BRA;1922Q1;;
BRA;1922Q2;;
BRA;1922Q3;;
BRA;1922Q4;;
BRA;1923Q1;;
BRA;1923Q2;;
BRA;1923Q3;;
BRA;1923Q4;;
BRA;1924Q1;;
BRA;1924Q2;;
BRA;1924Q3;;
BRA;1924Q4;;
BRA;1925Q1;;
BRA;1925Q2;;
BRA;1925Q3;;
BRA;1925Q4;;
BRA;1926Q1;;
BRA;1926Q2;;
BRA;1926Q3;;
BRA;1926Q4;;
BRA;1927Q1;;
BRA;1927Q2;;
BRA;1927Q3;;
BRA;1927Q4;;
BRA;1928Q1;;
BRA;1928Q2;;
BRA;1928Q3;;
BRA;1928Q4;;
BRA;1929Q1;;
BRA;1929Q2;;
BRA;1929Q3;;
BRA;1929Q4;;
BRA;1930Q1;;
BRA;1930Q2;;
BRA;1930Q3;;
BRA;1930Q4;;
BRA;1931Q1;;
BRA;1931Q2;;
BRA;1931Q3;;
BRA;1931Q4;;
BRA;1932Q1;;
BRA;1932Q2;;
BRA;1932Q3;;
BRA;1932Q4;;
BRA;1933Q1;;
BRA;1933Q2;;
BRA;1933Q3;;
BRA;1933Q4;;
BRA;1934Q1;;
BRA;1934Q2;;
BRA;1934Q3;;
BRA;1934Q4;;
BRA;1935Q1;;
BRA;1935Q2;;
BRA;1935Q3;;
BRA;1935Q4;;
BRA;1936Q1;;
BRA;1936Q2;;
BRA;1936Q3;;
BRA;1936Q4;;
BRA;1937Q1;;
BRA;1937Q2;;
BRA;1937Q3;;
BRA;1937Q4;;
BRA;1938Q1;;
BRA;1938Q2;;
BRA;1938Q3;;
BRA;1938Q4;;
BRA;1939Q1;;
BRA;1939Q2;;
BRA;1939Q3;;
BRA;1939Q4;;
BRA;1940Q1;;
BRA;1940Q2;;
BRA;1940Q3;;
BRA;1940Q4;;
BRA;1941Q1;;
BRA;1941Q2;;
BRA;1941Q3;;
BRA;1941Q4;;
BRA;1942Q1;;
BRA;1942Q2;;
BRA;1942Q3;;
BRA;1942Q4;;
BRA;1943Q1;;
BRA;1943Q2;;
BRA;1943Q3;;
BRA;1943Q4;;
BRA;1944Q1;;
BRA;1944Q2;;
BRA;1944Q3;;
BRA;1944Q4;;
BRA;1945Q1;;
BRA;1945Q2;;
BRA;1945Q3;;
BRA;1945Q4;;
BRA;1946Q1;;
BRA;1946Q2;;
BRA;1946Q3;;
BRA;1946Q4;;
BRA;1947Q1;;
BRA;1947Q2;;
BRA;1947Q3;;
BRA;1947Q4;;
BRA;1948Q1;;
BRA;1948Q2;;
BRA;1948Q3;;
BRA;1948Q4;;
BRA;1949Q1;;
BRA;1949Q2;;
BRA;1949Q3;;
BRA;1949Q4;;
BRA;1950Q1;;
BRA;1950Q2;;
BRA;1950Q3;;
BRA;1950Q4;;
BRA;1951Q1;;
BRA;1951Q2;;
BRA;1951Q3;;
BRA;1951Q4;;
BRA;1952Q1;;
BRA;1952Q2;;
BRA;1952Q3;;
BRA;1952Q4;;
BRA;1953Q1;;
BRA;1953Q2;;
BRA;1953Q3;;
BRA;1953Q4;;
BRA;1954Q1;;
BRA;1954Q2;;
BRA;1954Q3;;
BRA;1954Q4;;
BRA;1955Q1;;
BRA;1955Q2;;
BRA;1955Q3;;
BRA;1955Q4;;
BRA;1956Q1;;
BRA;1956Q2;;
BRA;1956Q3;;
BRA;1956Q4;;
BRA;1957Q1;;
BRA;1957Q2;;
BRA;1957Q3;;
BRA;1957Q4;;
BRA;1958Q1;;
BRA;1958Q2;;
BRA;1958Q3;;
BRA;1958Q4;;
BRA;1959Q1;0.0;
BRA;1959Q2;0.0;
BRA;1959Q3;0.0;
BRA;1959Q4;0.0;
BRA;1960Q1;0.0;
BRA;1960Q2;1.0;
BRA;1960Q3;0.0;
BRA;1960Q4;0.0;
BRA;1961Q1;0.0;
BRA;1961Q2;0.0;
BRA;1961Q3;1.0;
BRA;1961Q4;1.0;
BRA;1962Q1;1.0;
BRA;1962Q2;0.0;
BRA;1962Q3;0.0;
BRA;1962Q4;0.0;
BRA;1963Q1;0.0;
BRA;1963Q2;1.0;
BRA;1963Q3;0.0;
BRA;1963Q4;0.0;
BRA;1964Q1;1.0;
BRA;1964Q2;1.0;
BRA;1964Q3;1.0;
BRA;1964Q4;1.0;
BRA;1965Q1;1.0;
BRA;1965Q2;0.0;
BRA;1965Q3;0.0;
BRA;1965Q4;0.0;
BRA;1966Q1;0.0;
BRA;1966Q2;0.0;
BRA;1966Q3;0.0;
BRA;1966Q4;0.0;
BRA;1967Q1;0.0;
BRA;1967Q2;0.0;
BRA;1967Q3;0.0;
BRA;1967Q4;0.0;
BRA;1968Q1;0.0;
BRA;1968Q2;0.0;
BRA;1968Q3;0.0;
BRA;1968Q4;1.0;
BRA;1969Q1;0.0;
BRA;1969Q2;0.0;
BRA;1969Q3;0.0;
BRA;1969Q4;0.0;
BRA;1970Q1;0.0;
BRA;1970Q2;0.0;
BRA;1970Q3;0.0;
BRA;1970Q4;0.0;
BRA;1971Q1;0.0;
BRA;1971Q2;0.0;
BRA;1971Q3;0.0;
BRA;1971Q4;0.0;
BRA;1972Q1;0.0;
BRA;1972Q2;0.0;
BRA;1972Q3;0.0;
BRA;1972Q4;0.0;
BRA;1973Q1;0.0;
BRA;1973Q2;0.0;
BRA;1973Q3;0.0;
BRA;1973Q4;0.0;
BRA;1974Q1;0.0;
BRA;1974Q2;0.0;
BRA;1974Q3;0.0;
BRA;1974Q4;0.0;
BRA;1975Q1;0.0;
BRA;1975Q2;0.0;
BRA;1975Q3;0.0;
BRA;1975Q4;0.0;
BRA;1976Q1;0.0;
BRA;1976Q2;1.0;
BRA;1976Q3;1.0;
BRA;1976Q4;1.0;
BRA;1977Q1;1.0;
BRA;1977Q2;0.0;
BRA;1977Q3;0.0;
BRA;1977Q4;0.0;
BRA;1978Q1;0.0;
BRA;1978Q2;0.0;
BRA;1978Q3;0.0;
BRA;1978Q4;0.0;
BRA;1979Q1;0.0;
BRA;1979Q2;1.0;
BRA;1979Q3;1.0;
BRA;1979Q4;1.0;
BRA;1980Q1;1.0;
BRA;1980Q2;1.0;
BRA;1980Q3;1.0;
BRA;1980Q4;0.0;
BRA;1981Q1;0.0;
BRA;1981Q2;0.0;
BRA;1981Q3;0.0;
BRA;1981Q4;1.0;
BRA;1982Q1;1.0;
BRA;1982Q2;1.0;
BRA;1982Q3;0.0;
BRA;1982Q4;0.0;
BRA;1983Q1;1.0;
BRA;1983Q2;1.0;
BRA;1983Q3;1.0;
BRA;1983Q4;1.0;
BRA;1984Q1;1.0;
BRA;1984Q2;1.0;
BRA;1984Q3;0.0;
BRA;1984Q4;0.0;
BRA;1985Q1;0.0;
BRA;1985Q2;1.0;
BRA;1985Q3;1.0;
BRA;1985Q4;1.0;
BRA;1986Q1;0.0;
BRA;1986Q2;0.0;
BRA;1986Q3;0.0;
BRA;1986Q4;0.0;
BRA;1987Q1;0.0;
BRA;1987Q2;0.0;
BRA;1987Q3;1.0;
BRA;1987Q4;1.0;
BRA;1988Q1;1.0;
BRA;1988Q2;1.0;
BRA;1988Q3;1.0;
BRA;1988Q4;1.0;
BRA;1989Q1;1.0;
BRA;1989Q2;1.0;
BRA;1989Q3;1.0;
BRA;1989Q4;1.0;
BRA;1990Q1;1.0;
BRA;1990Q2;1.0;
BRA;1990Q3;1.0;
BRA;1990Q4;1.0;
BRA;1991Q1;0.0;
BRA;1991Q2;0.0;
BRA;1991Q3;0.0;
BRA;1991Q4;0.0;
BRA;1992Q1;0.0;
BRA;1992Q2;1.0;
BRA;1992Q3;1.0;
BRA;1992Q4;1.0;
BRA;1993Q1;1.0;
BRA;1993Q2;1.0;
BRA;1993Q3;1.0;
BRA;1993Q4;1.0;
BRA;1994Q1;1.0;
BRA;1994Q2;1.0;
BRA;1994Q3;1.0;
BRA;1994Q4;0.0;
BRA;1995Q1;0.0;
BRA;1995Q2;0.0;
BRA;1995Q3;0.0;
BRA;1995Q4;0.0;
BRA;1996Q1;0.0;
BRA;1996Q2;0.0;
BRA;1996Q3;0.0;
BRA;1996Q4;0.0;
BRA;1997Q1;0.0;0.0
BRA;1997Q2;0.0;0.0
BRA;1997Q3;0.0;0.0
BRA;1997Q4;0.0;0.0
BRA;1998Q1;0.0;0.0
BRA;1998Q2;0.0;0.0
BRA;1998Q3;0.0;0.0
BRA;1998Q4;0.0;0.0
BRA;1999Q1;1.0;0.0
BRA;1999Q2;1.0;0.0
BRA;1999Q3;1.0;0.0
BRA;1999Q4;1.0;0.0
BRA;2000Q1;0.0;0.0
BRA;2000Q2;0.0;0.0
BRA;2000Q3;0.0;0.0
BRA;2000Q4;0.0;0.0
BRA;2001Q1;0.0;0.0
BRA;2001Q2;0.0;0.0
BRA;2001Q3;1.0;0.0
BRA;2001Q4;1.0;0.0
BRA;2002Q1;0.0;0.0
BRA;2002Q2;0.0;0.0
BRA;2002Q3;0.0;0.0
BRA;2002Q4;1.0;0.0
BRA;2003Q1;1.0;0.0
BRA;2003Q2;0.0;0.0
BRA;2003Q3;0.0;0.0
BRA;2003Q4;0.0;0.0
BRA;2004Q1;0.0;0.0
BRA;2004Q2;0.0;0.0
BRA;2004Q3;0.0;0.0
BRA;2004Q4;0.0;0.0
BRA;2005Q1;0.0;0.0
BRA;2005Q2;0.0;0.0
BRA;2005Q3;0.0;0.0
BRA;2005Q4;0.0;0.0
BRA;2006Q1;0.0;0.0
BRA;2006Q2;0.0;0.0
BRA;2006Q3;0.0;0.0
BRA;2006Q4;0.0;0.0
BRA;2007Q1;0.0;0.0
BRA;2007Q2;0.0;0.0
BRA;2007Q3;0.0;0.0
BRA;2007Q4;0.0;0.0
BRA;2008Q1;0.0;0.0
BRA;2008Q2;0.0;0.0
BRA;2008Q3;0.0;0.0
BRA;2008Q4;0.0;0.0
BRA;2009Q1;1.0;0.0
BRA;2009Q2;0.0;0.0
BRA;2009Q3;0.0;0.0
BRA;2009Q4;0.0;0.0
BRA;2010Q1;0.0;0.0
BRA;2010Q2;0.0;0.0
BRA;2010Q3;0.0;0.0
BRA;2010Q4;0.0;0.0
BRA;2011Q1;0.0;0.0
BRA;2011Q2;0.0;0.0
BRA;2011Q3;0.0;0.0
BRA;2011Q4;0.0;0.0
BRA;2012Q1;0.0;0.0
BRA;2012Q2;0.0;0.0
BRA;2012Q3;0.0;0.0
BRA;2012Q4;0.0;0.0
BRA;2013Q1;0.0;0.0
BRA;2013Q2;0.0;0.0
BRA;2013Q3;0.0;0.0
BRA;2013Q4;0.0;0.0
BRA;2014Q1;0.0;0.0
BRA;2014Q2;0.0;0.0
BRA;2014Q3;0.0;0.0
BRA;2014Q4;0.0;0.0
BRA;2015Q1;0.0;0.0
BRA;2015Q2;1.0;0.0
BRA;2015Q3;1.0;0.0
BRA;2015Q4;1.0;0.0
BRA;2016Q1;1.0;0.0
BRA;2016Q2;0.0;0.0
BRA;2016Q3;0.0;0.0
BRA;2016Q4;0.0;0.0
BRA;2017Q1;0.0;0.0
BRA;2017Q2;0.0;0.0
BRA;2017Q3;0.0;0.0
BRA;2017Q4;0.0;0.0
BRA;2018Q1;0.0;0.0
BRA;2018Q2;0.0;0.0
BRA;2018Q3;0.0;0.0
BRA;2018Q4;0.0;0.0
BRA;2019Q1;0.0;0.0
BRA;2019Q2;0.0;0.0
BRA;2019Q3;0.0;0.0
BRA;2019Q4;0.0;0.0
BRA;2020Q1;0.0;0.0
BRA;2020Q2;1.0;0.0
BRA;2020Q3;1.0;0.0
BRA;2020Q4;1.0;0.0
BRA;2021Q1;0.0;0.0
BRA;2021Q2;0.0;0.0
BRA;2021Q3;0.0;0.0
BRA;2021Q4;0.0;0.0
BRA;2022Q1;0.0;0.0
BRA;2022Q2;0.0;0.0
BRA;2022Q3;0.0;0.0
BRA;2022Q4;;
BRB;1920Q1;;
BRB;1920Q2;;
BRB;1920Q3;;
BRB;1920Q4;;
BRB;1921Q1;;
BRB;1921Q2;;
BRB;1921Q3;;
BRB;1921Q4;;
BRB;1922Q1;;
BRB;1922Q2;;
BRB;1922Q3;;
BRB;1922Q4;;
BRB;1923Q1;;
BRB;1923Q2;;
BRB;1923Q3;;
BRB;1923Q4;;
BRB;1924Q1;;
BRB;1924Q2;;
BRB;1924Q3;;
BRB;1924Q4;;
BRB;1925Q1;;
BRB;1925Q2;;
BRB;1925Q3;;
BRB;1925Q4;;
BRB;1926Q1;;
BRB;1926Q2;;
BRB;1926Q3;;
BRB;1926Q4;;
BRB;1927Q1;;
BRB;1927Q2;;
BRB;1927Q3;;
BRB;1927Q4;;
BRB;1928Q1;;
BRB;1928Q2;;
BRB;1928Q3;;
BRB;1928Q4;;
BRB;1929Q1;;
BRB;1929Q2;;
BRB;1929Q3;;
BRB;1929Q4;;
BRB;1930Q1;;
BRB;1930Q2;;
BRB;1930Q3;;
BRB;1930Q4;;
BRB;1931Q1;;
BRB;1931Q2;;
BRB;1931Q3;;
BRB;1931Q4;;
BRB;1932Q1;;
BRB;1932Q2;;
BRB;1932Q3;;
BRB;1932Q4;;
BRB;1933Q1;;
BRB;1933Q2;;
BRB;1933Q3;;
BRB;1933Q4;;
BRB;1934Q1;;
BRB;1934Q2;;
BRB;1934Q3;;
BRB;1934Q4;;
BRB;1935Q1;;
BRB;1935Q2;;
BRB;1935Q3;;
BRB;1935Q4;;
BRB;1936Q1;;
BRB;1936Q2;;
BRB;1936Q3;;
BRB;1936Q4;;
BRB;1937Q1;;
BRB;1937Q2;;
BRB;1937Q3;;
BRB;1937Q4;;
BRB;1938Q1;;
BRB;1938Q2;;
BRB;1938Q3;;
BRB;1938Q4;;
BRB;1939Q1;;
BRB;1939Q2;;
BRB;1939Q3;;
BRB;1939Q4;;
BRB;1940Q1;;
BRB;1940Q2;;
BRB;1940Q3;;
BRB;1940Q4;;
BRB;1941Q1;;
BRB;1941Q2;;
BRB;1941Q3;;
BRB;1941Q4;;
BRB;1942Q1;;
BRB;1942Q2;;
BRB;1942Q3;;
BRB;1942Q4;;
BRB;1943Q1;;
BRB;1943Q2;;
BRB;1943Q3;;
BRB;1943Q4;;
BRB;1944Q1;;
BRB;1944Q2;;
BRB;1944Q3;;
BRB;1944Q4;;
BRB;1945Q1;;
BRB;1945Q2;;
