ISO;YEAR;crisis_FR;crisis_EMP
GRC;1946Q2;;
GRC;1946Q3;;
GRC;1946Q4;;
GRC;1947Q1;;
GRC;1947Q2;;
GRC;1947Q3;;
GRC;1947Q4;;
GRC;1948Q1;;
GRC;1948Q2;;
GRC;1948Q3;;
GRC;1948Q4;;
GRC;1949Q1;;
GRC;1949Q2;;
GRC;1949Q3;;
GRC;1949Q4;;
GRC;1950Q1;;
GRC;1950Q2;;
GRC;1950Q3;;
GRC;1950Q4;;
GRC;1951Q1;;
GRC;1951Q2;;
GRC;1951Q3;;
GRC;1951Q4;;
GRC;1952Q1;;
GRC;1952Q2;;
GRC;1952Q3;;
GRC;1952Q4;;
GRC;1953Q1;;
GRC;1953Q2;;
GRC;1953Q3;;
GRC;1953Q4;;
GRC;1954Q1;;
GRC;1954Q2;;
GRC;1954Q3;;
GRC;1954Q4;;
GRC;1955Q1;;
GRC;1955Q2;;
GRC;1955Q3;;
GRC;1955Q4;;
GRC;1956Q1;;
GRC;1956Q2;;
GRC;1956Q3;;
GRC;1956Q4;;
GRC;1957Q1;;
GRC;1957Q2;;
GRC;1957Q3;;
GRC;1957Q4;;
GRC;1958Q1;;
GRC;1958Q2;;
GRC;1958Q3;;
GRC;1958Q4;;
GRC;1959Q1;0.0;
GRC;1959Q2;0.0;
GRC;1959Q3;0.0;
GRC;1959Q4;0.0;
GRC;1960Q1;0.0;
GRC;1960Q2;0.0;
GRC;1960Q3;0.0;
GRC;1960Q4;0.0;
GRC;1961Q1;0.0;
GRC;1961Q2;0.0;
GRC;1961Q3;0.0;
GRC;1961Q4;0.0;
GRC;1962Q1;0.0;
GRC;1962Q2;0.0;
GRC;1962Q3;0.0;
GRC;1962Q4;0.0;
GRC;1963Q1;0.0;
GRC;1963Q2;0.0;
GRC;1963Q3;0.0;
GRC;1963Q4;0.0;
GRC;1964Q1;0.0;
GRC;1964Q2;0.0;
GRC;1964Q3;0.0;
GRC;1964Q4;0.0;
GRC;1965Q1;0.0;
GRC;1965Q2;0.0;
GRC;1965Q3;0.0;
GRC;1965Q4;0.0;
GRC;1966Q1;0.0;
GRC;1966Q2;0.0;
GRC;1966Q3;0.0;
GRC;1966Q4;0.0;
GRC;1967Q1;0.0;
GRC;1967Q2;0.0;
GRC;1967Q3;0.0;
GRC;1967Q4;0.0;
GRC;1968Q1;0.0;
GRC;1968Q2;0.0;
GRC;1968Q3;0.0;
GRC;1968Q4;0.0;
GRC;1969Q1;0.0;
GRC;1969Q2;0.0;
GRC;1969Q3;0.0;
GRC;1969Q4;0.0;
GRC;1970Q1;0.0;
GRC;1970Q2;0.0;
GRC;1970Q3;0.0;
GRC;1970Q4;0.0;
GRC;1971Q1;0.0;
GRC;1971Q2;0.0;
GRC;1971Q3;0.0;
GRC;1971Q4;0.0;
GRC;1972Q1;0.0;
GRC;1972Q2;0.0;
GRC;1972Q3;0.0;
GRC;1972Q4;0.0;
GRC;1973Q1;0.0;
GRC;1973Q2;0.0;
GRC;1973Q3;0.0;
GRC;1973Q4;0.0;
GRC;1974Q1;0.0;
GRC;1974Q2;0.0;
GRC;1974Q3;0.0;
GRC;1974Q4;0.0;
GRC;1975Q1;0.0;
GRC;1975Q2;0.0;
GRC;1975Q3;0.0;
GRC;1975Q4;0.0;
GRC;1976Q1;0.0;
GRC;1976Q2;0.0;
GRC;1976Q3;0.0;
GRC;1976Q4;0.0;
GRC;1977Q1;0.0;
GRC;1977Q2;0.0;
GRC;1977Q3;0.0;
GRC;1977Q4;0.0;
GRC;1978Q1;0.0;
GRC;1978Q2;0.0;
GRC;1978Q3;0.0;
GRC;1978Q4;0.0;
GRC;1979Q1;0.0;
GRC;1979Q2;0.0;
GRC;1979Q3;0.0;
GRC;1979Q4;0.0;
GRC;1980Q1;0.0;
GRC;1980Q2;0.0;
GRC;1980Q3;0.0;
GRC;1980Q4;0.0;
GRC;1981Q1;0.0;
GRC;1981Q2;0.0;
GRC;1981Q3;1.0;
GRC;1981Q4;0.0;
GRC;1982Q1;0.0;
GRC;1982Q2;0.0;
GRC;1982Q3;0.0;
GRC;1982Q4;0.0;
GRC;1983Q1;1.0;
GRC;1983Q2;1.0;
GRC;1983Q3;0.0;
GRC;1983Q4;0.0;
GRC;1984Q1;0.0;
GRC;1984Q2;0.0;
GRC;1984Q3;0.0;
GRC;1984Q4;0.0;
GRC;1985Q1;0.0;
GRC;1985Q2;0.0;
GRC;1985Q3;0.0;
GRC;1985Q4;0.0;
GRC;1986Q1;0.0;
GRC;1986Q2;0.0;
GRC;1986Q3;0.0;
GRC;1986Q4;0.0;
GRC;1987Q1;0.0;
GRC;1987Q2;0.0;
GRC;1987Q3;0.0;
GRC;1987Q4;0.0;
GRC;1988Q1;0.0;
GRC;1988Q2;0.0;
GRC;1988Q3;0.0;
GRC;1988Q4;0.0;
GRC;1989Q1;0.0;
GRC;1989Q2;0.0;
GRC;1989Q3;0.0;
GRC;1989Q4;0.0;
GRC;1990Q1;0.0;
GRC;1990Q2;0.0;
GRC;1990Q3;0.0;
GRC;1990Q4;0.0;
GRC;1991Q1;0.0;
GRC;1991Q2;0.0;
GRC;1991Q3;0.0;
GRC;1991Q4;0.0;
GRC;1992Q1;0.0;
GRC;1992Q2;0.0;
GRC;1992Q3;0.0;
GRC;1992Q4;0.0;
GRC;1993Q1;0.0;
GRC;1993Q2;0.0;
GRC;1993Q3;0.0;
GRC;1993Q4;0.0;
GRC;1994Q1;0.0;
GRC;1994Q2;0.0;
GRC;1994Q3;0.0;
GRC;1994Q4;0.0;
GRC;1995Q1;0.0;
GRC;1995Q2;0.0;
GRC;1995Q3;0.0;
GRC;1995Q4;0.0;
GRC;1996Q1;0.0;
GRC;1996Q2;0.0;
GRC;1996Q3;0.0;
GRC;1996Q4;0.0;
GRC;1997Q1;0.0;
GRC;1997Q2;0.0;
GRC;1997Q3;0.0;
GRC;1997Q4;0.0;
GRC;1998Q1;0.0;
GRC;1998Q2;0.0;
GRC;1998Q3;0.0;
GRC;1998Q4;0.0;
GRC;1999Q1;0.0;
GRC;1999Q2;0.0;
GRC;1999Q3;0.0;
GRC;1999Q4;0.0;
GRC;2000Q1;0.0;
GRC;2000Q2;0.0;
GRC;2000Q3;0.0;
GRC;2000Q4;0.0;
GRC;2001Q1;0.0;
GRC;2001Q2;0.0;
GRC;2001Q3;0.0;
GRC;2001Q4;0.0;
GRC;2002Q1;0.0;
GRC;2002Q2;0.0;
GRC;2002Q3;0.0;
GRC;2002Q4;0.0;
GRC;2003Q1;0.0;
GRC;2003Q2;0.0;
GRC;2003Q3;0.0;
GRC;2003Q4;0.0;
GRC;2004Q1;0.0;
GRC;2004Q2;0.0;
GRC;2004Q3;0.0;
GRC;2004Q4;0.0;
GRC;2005Q1;0.0;
GRC;2005Q2;0.0;
GRC;2005Q3;0.0;
GRC;2005Q4;0.0;
GRC;2006Q1;0.0;
GRC;2006Q2;0.0;
GRC;2006Q3;0.0;
GRC;2006Q4;0.0;
GRC;2007Q1;0.0;
GRC;2007Q2;0.0;
GRC;2007Q3;0.0;
GRC;2007Q4;0.0;
GRC;2008Q1;0.0;
GRC;2008Q2;0.0;
GRC;2008Q3;0.0;
GRC;2008Q4;0.0;
GRC;2009Q1;0.0;
GRC;2009Q2;0.0;
GRC;2009Q3;0.0;
GRC;2009Q4;0.0;
GRC;2010Q1;0.0;
GRC;2010Q2;0.0;
GRC;2010Q3;0.0;
GRC;2010Q4;0.0;
GRC;2011Q1;0.0;
GRC;2011Q2;0.0;
GRC;2011Q3;0.0;
GRC;2011Q4;0.0;
GRC;2012Q1;0.0;
GRC;2012Q2;0.0;
GRC;2012Q3;0.0;
GRC;2012Q4;0.0;
GRC;2013Q1;0.0;
GRC;2013Q2;0.0;
GRC;2013Q3;0.0;
GRC;2013Q4;0.0;
GRC;2014Q1;0.0;
GRC;2014Q2;0.0;
GRC;2014Q3;0.0;
GRC;2014Q4;0.0;
GRC;2015Q1;0.0;
GRC;2015Q2;0.0;
GRC;2015Q3;0.0;
GRC;2015Q4;0.0;
GRC;2016Q1;0.0;
GRC;2016Q2;0.0;
GRC;2016Q3;0.0;
GRC;2016Q4;0.0;
GRC;2017Q1;0.0;
GRC;2017Q2;0.0;
GRC;2017Q3;0.0;
GRC;2017Q4;0.0;
GRC;2018Q1;0.0;
GRC;2018Q2;0.0;
GRC;2018Q3;0.0;
GRC;2018Q4;0.0;
GRC;2019Q1;0.0;
GRC;2019Q2;0.0;
GRC;2019Q3;0.0;
GRC;2019Q4;0.0;
GRC;2020Q1;0.0;
GRC;2020Q2;0.0;
GRC;2020Q3;0.0;
GRC;2020Q4;0.0;
GRC;2021Q1;0.0;
GRC;2021Q2;0.0;
GRC;2021Q3;0.0;
GRC;2021Q4;0.0;
GRC;2022Q1;0.0;
GRC;2022Q2;0.0;
GRC;2022Q3;0.0;
GRC;2022Q4;;
GRD;1920Q1;;
GRD;1920Q2;;
GRD;1920Q3;;
GRD;1920Q4;;
GRD;1921Q1;;
GRD;1921Q2;;
GRD;1921Q3;;
GRD;1921Q4;;
GRD;1922Q1;;
GRD;1922Q2;;
GRD;1922Q3;;
GRD;1922Q4;;
GRD;1923Q1;;
GRD;1923Q2;;
GRD;1923Q3;;
GRD;1923Q4;;
GRD;1924Q1;;
GRD;1924Q2;;
GRD;1924Q3;;
GRD;1924Q4;;
GRD;1925Q1;;
GRD;1925Q2;;
GRD;1925Q3;;
GRD;1925Q4;;
GRD;1926Q1;;
GRD;1926Q2;;
GRD;1926Q3;;
GRD;1926Q4;;
GRD;1927Q1;;
GRD;1927Q2;;
GRD;1927Q3;;
GRD;1927Q4;;
GRD;1928Q1;;
GRD;1928Q2;;
GRD;1928Q3;;
GRD;1928Q4;;
GRD;1929Q1;;
GRD;1929Q2;;
GRD;1929Q3;;
GRD;1929Q4;;
GRD;1930Q1;;
GRD;1930Q2;;
GRD;1930Q3;;
GRD;1930Q4;;
GRD;1931Q1;;
GRD;1931Q2;;
GRD;1931Q3;;
GRD;1931Q4;;
GRD;1932Q1;;
GRD;1932Q2;;
GRD;1932Q3;;
GRD;1932Q4;;
GRD;1933Q1;;
GRD;1933Q2;;
GRD;1933Q3;;
GRD;1933Q4;;
GRD;1934Q1;;
GRD;1934Q2;;
GRD;1934Q3;;
GRD;1934Q4;;
GRD;1935Q1;;
GRD;1935Q2;;
GRD;1935Q3;;
GRD;1935Q4;;
GRD;1936Q1;;
GRD;1936Q2;;
GRD;1936Q3;;
GRD;1936Q4;;
GRD;1937Q1;;
GRD;1937Q2;;
GRD;1937Q3;;
GRD;1937Q4;;
GRD;1938Q1;;
GRD;1938Q2;;
GRD;1938Q3;;
GRD;1938Q4;;
GRD;1939Q1;;
GRD;1939Q2;;
GRD;1939Q3;;
GRD;1939Q4;;
GRD;1940Q1;;
GRD;1940Q2;;
GRD;1940Q3;;
GRD;1940Q4;;
GRD;1941Q1;;
GRD;1941Q2;;
GRD;1941Q3;;
GRD;1941Q4;;
GRD;1942Q1;;
GRD;1942Q2;;
GRD;1942Q3;;
GRD;1942Q4;;
GRD;1943Q1;;
GRD;1943Q2;;
GRD;1943Q3;;
GRD;1943Q4;;
GRD;1944Q1;;
GRD;1944Q2;;
GRD;1944Q3;;
GRD;1944Q4;;
GRD;1945Q1;;
GRD;1945Q2;;
GRD;1945Q3;;
GRD;1945Q4;;
GRD;1946Q1;;
GRD;1946Q2;;
GRD;1946Q3;;
GRD;1946Q4;;
GRD;1947Q1;;
GRD;1947Q2;;
GRD;1947Q3;;
GRD;1947Q4;;
GRD;1948Q1;;
GRD;1948Q2;;
GRD;1948Q3;;
GRD;1948Q4;;
GRD;1949Q1;;
GRD;1949Q2;;
GRD;1949Q3;;
GRD;1949Q4;;
GRD;1950Q1;;
GRD;1950Q2;;
GRD;1950Q3;;
GRD;1950Q4;;
GRD;1951Q1;;
GRD;1951Q2;;
GRD;1951Q3;;
GRD;1951Q4;;
GRD;1952Q1;;
GRD;1952Q2;;
GRD;1952Q3;;
GRD;1952Q4;;
GRD;1953Q1;;
GRD;1953Q2;;
GRD;1953Q3;;
GRD;1953Q4;;
GRD;1954Q1;;
GRD;1954Q2;;
GRD;1954Q3;;
GRD;1954Q4;;
GRD;1955Q1;;
GRD;1955Q2;;
GRD;1955Q3;;
GRD;1955Q4;;
GRD;1956Q1;;
GRD;1956Q2;;
GRD;1956Q3;;
GRD;1956Q4;;
GRD;1957Q1;;
GRD;1957Q2;;
GRD;1957Q3;;
GRD;1957Q4;;
GRD;1958Q1;;
GRD;1958Q2;;
GRD;1958Q3;;
GRD;1958Q4;;
GRD;1959Q1;0.0;
GRD;1959Q2;0.0;
GRD;1959Q3;0.0;
GRD;1959Q4;0.0;
GRD;1960Q1;0.0;
GRD;1960Q2;0.0;
GRD;1960Q3;0.0;
GRD;1960Q4;0.0;
GRD;1961Q1;0.0;
GRD;1961Q2;0.0;
GRD;1961Q3;0.0;
GRD;1961Q4;0.0;
GRD;1962Q1;0.0;
GRD;1962Q2;0.0;
GRD;1962Q3;0.0;
GRD;1962Q4;0.0;
GRD;1963Q1;0.0;
GRD;1963Q2;0.0;
GRD;1963Q3;0.0;
GRD;1963Q4;0.0;
GRD;1964Q1;0.0;
GRD;1964Q2;0.0;
GRD;1964Q3;0.0;
GRD;1964Q4;0.0;
GRD;1965Q1;0.0;
GRD;1965Q2;0.0;
GRD;1965Q3;0.0;
GRD;1965Q4;0.0;
GRD;1966Q1;0.0;
GRD;1966Q2;0.0;
GRD;1966Q3;0.0;
GRD;1966Q4;0.0;
GRD;1967Q1;0.0;
GRD;1967Q2;0.0;
GRD;1967Q3;0.0;
GRD;1967Q4;0.0;
GRD;1968Q1;0.0;
GRD;1968Q2;0.0;
GRD;1968Q3;0.0;
GRD;1968Q4;0.0;
GRD;1969Q1;0.0;
GRD;1969Q2;0.0;
GRD;1969Q3;0.0;
GRD;1969Q4;0.0;
GRD;1970Q1;0.0;
GRD;1970Q2;0.0;
GRD;1970Q3;0.0;
GRD;1970Q4;0.0;
GRD;1971Q1;0.0;
GRD;1971Q2;0.0;
GRD;1971Q3;0.0;
GRD;1971Q4;0.0;
GRD;1972Q1;0.0;
GRD;1972Q2;0.0;
GRD;1972Q3;0.0;
GRD;1972Q4;0.0;
GRD;1973Q1;0.0;
GRD;1973Q2;0.0;
GRD;1973Q3;0.0;
GRD;1973Q4;0.0;
GRD;1974Q1;0.0;
GRD;1974Q2;0.0;
GRD;1974Q3;0.0;
GRD;1974Q4;0.0;
GRD;1975Q1;0.0;
GRD;1975Q2;0.0;
GRD;1975Q3;0.0;
GRD;1975Q4;0.0;
GRD;1976Q1;0.0;
GRD;1976Q2;0.0;
GRD;1976Q3;0.0;
GRD;1976Q4;0.0;
GRD;1977Q1;0.0;
GRD;1977Q2;0.0;
GRD;1977Q3;0.0;
GRD;1977Q4;0.0;
GRD;1978Q1;0.0;
GRD;1978Q2;0.0;
GRD;1978Q3;0.0;
GRD;1978Q4;0.0;
GRD;1979Q1;0.0;
GRD;1979Q2;0.0;
GRD;1979Q3;0.0;
GRD;1979Q4;0.0;
GRD;1980Q1;0.0;
GRD;1980Q2;0.0;
GRD;1980Q3;0.0;
GRD;1980Q4;0.0;
GRD;1981Q1;0.0;
GRD;1981Q2;0.0;
GRD;1981Q3;0.0;
GRD;1981Q4;0.0;
GRD;1982Q1;0.0;
GRD;1982Q2;0.0;
GRD;1982Q3;0.0;
GRD;1982Q4;0.0;
GRD;1983Q1;0.0;
GRD;1983Q2;0.0;
GRD;1983Q3;0.0;
GRD;1983Q4;0.0;
GRD;1984Q1;0.0;
GRD;1984Q2;0.0;
GRD;1984Q3;0.0;
GRD;1984Q4;0.0;
GRD;1985Q1;0.0;
GRD;1985Q2;0.0;
GRD;1985Q3;0.0;
GRD;1985Q4;0.0;
GRD;1986Q1;0.0;
GRD;1986Q2;0.0;
GRD;1986Q3;0.0;
GRD;1986Q4;0.0;
GRD;1987Q1;0.0;
GRD;1987Q2;0.0;
GRD;1987Q3;0.0;
GRD;1987Q4;0.0;
GRD;1988Q1;0.0;
GRD;1988Q2;0.0;
GRD;1988Q3;0.0;
GRD;1988Q4;0.0;
GRD;1989Q1;0.0;
GRD;1989Q2;0.0;
GRD;1989Q3;0.0;
GRD;1989Q4;0.0;
GRD;1990Q1;0.0;
GRD;1990Q2;0.0;
GRD;1990Q3;0.0;
GRD;1990Q4;0.0;
GRD;1991Q1;0.0;
GRD;1991Q2;0.0;
GRD;1991Q3;0.0;
GRD;1991Q4;0.0;
GRD;1992Q1;0.0;
GRD;1992Q2;0.0;
GRD;1992Q3;0.0;
GRD;1992Q4;0.0;
GRD;1993Q1;0.0;
GRD;1993Q2;0.0;
GRD;1993Q3;0.0;
GRD;1993Q4;0.0;
GRD;1994Q1;0.0;
GRD;1994Q2;0.0;
GRD;1994Q3;0.0;
GRD;1994Q4;0.0;
GRD;1995Q1;0.0;
GRD;1995Q2;0.0;
GRD;1995Q3;0.0;
GRD;1995Q4;0.0;
GRD;1996Q1;0.0;
GRD;1996Q2;0.0;
GRD;1996Q3;0.0;
GRD;1996Q4;0.0;
GRD;1997Q1;0.0;
GRD;1997Q2;0.0;
GRD;1997Q3;0.0;
GRD;1997Q4;0.0;
GRD;1998Q1;0.0;
GRD;1998Q2;0.0;
GRD;1998Q3;0.0;
GRD;1998Q4;0.0;
GRD;1999Q1;0.0;
GRD;1999Q2;0.0;
GRD;1999Q3;0.0;
GRD;1999Q4;0.0;
GRD;2000Q1;0.0;
GRD;2000Q2;0.0;
GRD;2000Q3;0.0;
GRD;2000Q4;0.0;
GRD;2001Q1;0.0;
GRD;2001Q2;0.0;
GRD;2001Q3;0.0;
GRD;2001Q4;0.0;
GRD;2002Q1;0.0;
GRD;2002Q2;0.0;
GRD;2002Q3;0.0;
GRD;2002Q4;0.0;
GRD;2003Q1;0.0;
GRD;2003Q2;0.0;
GRD;2003Q3;0.0;
GRD;2003Q4;0.0;
GRD;2004Q1;0.0;
GRD;2004Q2;0.0;
GRD;2004Q3;0.0;
GRD;2004Q4;0.0;
GRD;2005Q1;0.0;
GRD;2005Q2;0.0;
GRD;2005Q3;0.0;
GRD;2005Q4;0.0;
GRD;2006Q1;0.0;
GRD;2006Q2;0.0;
GRD;2006Q3;0.0;
GRD;2006Q4;0.0;
GRD;2007Q1;0.0;
GRD;2007Q2;0.0;
GRD;2007Q3;0.0;
GRD;2007Q4;0.0;
GRD;2008Q1;0.0;
GRD;2008Q2;0.0;
GRD;2008Q3;0.0;
GRD;2008Q4;0.0;
GRD;2009Q1;0.0;
GRD;2009Q2;0.0;
GRD;2009Q3;0.0;
GRD;2009Q4;0.0;
GRD;2010Q1;0.0;
GRD;2010Q2;0.0;
GRD;2010Q3;0.0;
GRD;2010Q4;0.0;
GRD;2011Q1;0.0;
GRD;2011Q2;0.0;
GRD;2011Q3;0.0;
GRD;2011Q4;0.0;
GRD;2012Q1;0.0;
GRD;2012Q2;0.0;
GRD;2012Q3;0.0;
GRD;2012Q4;0.0;
GRD;2013Q1;0.0;
GRD;2013Q2;0.0;
GRD;2013Q3;0.0;
GRD;2013Q4;0.0;
GRD;2014Q1;0.0;
GRD;2014Q2;0.0;
GRD;2014Q3;0.0;
GRD;2014Q4;0.0;
GRD;2015Q1;0.0;
GRD;2015Q2;0.0;
GRD;2015Q3;0.0;
GRD;2015Q4;0.0;
GRD;2016Q1;0.0;
GRD;2016Q2;0.0;
GRD;2016Q3;0.0;
GRD;2016Q4;0.0;
GRD;2017Q1;0.0;
GRD;2017Q2;0.0;
GRD;2017Q3;0.0;
GRD;2017Q4;0.0;
GRD;2018Q1;0.0;
GRD;2018Q2;0.0;
GRD;2018Q3;0.0;
GRD;2018Q4;0.0;
GRD;2019Q1;0.0;
GRD;2019Q2;0.0;
GRD;2019Q3;0.0;
GRD;2019Q4;0.0;
GRD;2020Q1;0.0;
GRD;2020Q2;0.0;
GRD;2020Q3;0.0;
GRD;2020Q4;0.0;
GRD;2021Q1;0.0;
GRD;2021Q2;0.0;
GRD;2021Q3;0.0;
GRD;2021Q4;0.0;
GRD;2022Q1;0.0;
GRD;2022Q2;0.0;
GRD;2022Q3;0.0;
GRD;2022Q4;;
GRL;1920Q1;;
GRL;1920Q2;;
GRL;1920Q3;;
GRL;1920Q4;;
GRL;1921Q1;;
GRL;1921Q2;;
GRL;1921Q3;;
GRL;1921Q4;;
GRL;1922Q1;;
GRL;1922Q2;;
GRL;1922Q3;;
GRL;1922Q4;;
GRL;1923Q1;;
GRL;1923Q2;;
GRL;1923Q3;;
GRL;1923Q4;;
GRL;1924Q1;;
GRL;1924Q2;;
GRL;1924Q3;;
GRL;1924Q4;;
GRL;1925Q1;;
GRL;1925Q2;;
GRL;1925Q3;;
GRL;1925Q4;;
GRL;1926Q1;;
GRL;1926Q2;;
GRL;1926Q3;;
GRL;1926Q4;;
GRL;1927Q1;;
GRL;1927Q2;;
GRL;1927Q3;;
GRL;1927Q4;;
GRL;1928Q1;;
GRL;1928Q2;;
GRL;1928Q3;;
GRL;1928Q4;;
GRL;1929Q1;;
GRL;1929Q2;;
GRL;1929Q3;;
GRL;1929Q4;;
GRL;1930Q1;;
GRL;1930Q2;;
GRL;1930Q3;;
GRL;1930Q4;;
GRL;1931Q1;;
GRL;1931Q2;;
GRL;1931Q3;;
GRL;1931Q4;;
GRL;1932Q1;;
GRL;1932Q2;;
GRL;1932Q3;;
GRL;1932Q4;;
GRL;1933Q1;;
GRL;1933Q2;;
GRL;1933Q3;;
GRL;1933Q4;;
GRL;1934Q1;;
GRL;1934Q2;;
GRL;1934Q3;;
GRL;1934Q4;;
GRL;1935Q1;;
GRL;1935Q2;;
GRL;1935Q3;;
GRL;1935Q4;;
GRL;1936Q1;;
GRL;1936Q2;;
GRL;1936Q3;;
GRL;1936Q4;;
GRL;1937Q1;;
GRL;1937Q2;;
GRL;1937Q3;;
GRL;1937Q4;;
GRL;1938Q1;;
GRL;1938Q2;;
GRL;1938Q3;;
GRL;1938Q4;;
GRL;1939Q1;;
GRL;1939Q2;;
GRL;1939Q3;;
GRL;1939Q4;;
GRL;1940Q1;;
GRL;1940Q2;;
GRL;1940Q3;;
GRL;1940Q4;;
GRL;1941Q1;;
GRL;1941Q2;;
GRL;1941Q3;;
GRL;1941Q4;;
GRL;1942Q1;;
GRL;1942Q2;;
GRL;1942Q3;;
GRL;1942Q4;;
GRL;1943Q1;;
GRL;1943Q2;;
GRL;1943Q3;;
GRL;1943Q4;;
GRL;1944Q1;;
GRL;1944Q2;;
GRL;1944Q3;;
GRL;1944Q4;;
GRL;1945Q1;;
GRL;1945Q2;;
GRL;1945Q3;;
GRL;1945Q4;;
GRL;1946Q1;;
GRL;1946Q2;;
GRL;1946Q3;;
GRL;1946Q4;;
GRL;1947Q1;;
GRL;1947Q2;;
GRL;1947Q3;;
GRL;1947Q4;;
GRL;1948Q1;;
GRL;1948Q2;;
GRL;1948Q3;;
GRL;1948Q4;;
GRL;1949Q1;;
GRL;1949Q2;;
GRL;1949Q3;;
GRL;1949Q4;;
GRL;1950Q1;;
GRL;1950Q2;;
GRL;1950Q3;;
GRL;1950Q4;;
GRL;1951Q1;;
GRL;1951Q2;;
GRL;1951Q3;;
GRL;1951Q4;;
GRL;1952Q1;;
GRL;1952Q2;;
GRL;1952Q3;;
GRL;1952Q4;;
GRL;1953Q1;;
GRL;1953Q2;;
GRL;1953Q3;;
GRL;1953Q4;;
GRL;1954Q1;;
GRL;1954Q2;;
GRL;1954Q3;;
GRL;1954Q4;;
GRL;1955Q1;;
GRL;1955Q2;;
GRL;1955Q3;;
GRL;1955Q4;;
GRL;1956Q1;;
GRL;1956Q2;;
GRL;1956Q3;;
GRL;1956Q4;;
GRL;1957Q1;;
GRL;1957Q2;;
GRL;1957Q3;;
GRL;1957Q4;;
GRL;1958Q1;;
GRL;1958Q2;;
GRL;1958Q3;;
GRL;1958Q4;;
GRL;1959Q1;0.0;
GRL;1959Q2;0.0;
GRL;1959Q3;0.0;
GRL;1959Q4;0.0;
GRL;1960Q1;0.0;
GRL;1960Q2;0.0;
GRL;1960Q3;0.0;
GRL;1960Q4;0.0;
GRL;1961Q1;0.0;
GRL;1961Q2;0.0;
GRL;1961Q3;0.0;
GRL;1961Q4;0.0;
GRL;1962Q1;0.0;
GRL;1962Q2;0.0;
GRL;1962Q3;0.0;
GRL;1962Q4;0.0;
GRL;1963Q1;0.0;
GRL;1963Q2;0.0;
GRL;1963Q3;0.0;
GRL;1963Q4;0.0;
GRL;1964Q1;0.0;
GRL;1964Q2;0.0;
GRL;1964Q3;0.0;
GRL;1964Q4;0.0;
GRL;1965Q1;0.0;
GRL;1965Q2;0.0;
GRL;1965Q3;0.0;
GRL;1965Q4;0.0;
GRL;1966Q1;0.0;
GRL;1966Q2;0.0;
GRL;1966Q3;0.0;
GRL;1966Q4;0.0;
GRL;1967Q1;0.0;
GRL;1967Q2;0.0;
GRL;1967Q3;0.0;
GRL;1967Q4;0.0;
GRL;1968Q1;0.0;
GRL;1968Q2;0.0;
GRL;1968Q3;0.0;
GRL;1968Q4;0.0;
GRL;1969Q1;0.0;
GRL;1969Q2;0.0;
GRL;1969Q3;0.0;
GRL;1969Q4;0.0;
GRL;1970Q1;0.0;
GRL;1970Q2;0.0;
GRL;1970Q3;0.0;
GRL;1970Q4;0.0;
GRL;1971Q1;0.0;
GRL;1971Q2;0.0;
GRL;1971Q3;0.0;
GRL;1971Q4;0.0;
GRL;1972Q1;0.0;
GRL;1972Q2;0.0;
GRL;1972Q3;0.0;
GRL;1972Q4;0.0;
GRL;1973Q1;0.0;
GRL;1973Q2;0.0;
GRL;1973Q3;0.0;
GRL;1973Q4;0.0;
GRL;1974Q1;0.0;
GRL;1974Q2;0.0;
GRL;1974Q3;0.0;
GRL;1974Q4;0.0;
GRL;1975Q1;0.0;
GRL;1975Q2;0.0;
GRL;1975Q3;0.0;
GRL;1975Q4;0.0;
GRL;1976Q1;0.0;
GRL;1976Q2;0.0;
GRL;1976Q3;0.0;
GRL;1976Q4;0.0;
GRL;1977Q1;0.0;
GRL;1977Q2;0.0;
GRL;1977Q3;0.0;
GRL;1977Q4;0.0;
GRL;1978Q1;0.0;
GRL;1978Q2;0.0;
GRL;1978Q3;0.0;
GRL;1978Q4;0.0;
GRL;1979Q1;0.0;
GRL;1979Q2;0.0;
GRL;1979Q3;0.0;
GRL;1979Q4;0.0;
GRL;1980Q1;0.0;
GRL;1980Q2;0.0;
GRL;1980Q3;0.0;
GRL;1980Q4;0.0;
GRL;1981Q1;0.0;
GRL;1981Q2;0.0;
GRL;1981Q3;1.0;
GRL;1981Q4;0.0;
GRL;1982Q1;0.0;
GRL;1982Q2;0.0;
GRL;1982Q3;0.0;
GRL;1982Q4;0.0;
GRL;1983Q1;0.0;
GRL;1983Q2;0.0;
GRL;1983Q3;0.0;
GRL;1983Q4;0.0;
GRL;1984Q1;0.0;
GRL;1984Q2;0.0;
GRL;1984Q3;0.0;
GRL;1984Q4;0.0;
GRL;1985Q1;0.0;
GRL;1985Q2;0.0;
GRL;1985Q3;0.0;
GRL;1985Q4;0.0;
GRL;1986Q1;0.0;
GRL;1986Q2;0.0;
GRL;1986Q3;0.0;
GRL;1986Q4;0.0;
GRL;1987Q1;0.0;
GRL;1987Q2;0.0;
GRL;1987Q3;0.0;
GRL;1987Q4;0.0;
GRL;1988Q1;0.0;
GRL;1988Q2;0.0;
GRL;1988Q3;0.0;
GRL;1988Q4;0.0;
GRL;1989Q1;0.0;
GRL;1989Q2;0.0;
GRL;1989Q3;0.0;
GRL;1989Q4;0.0;
GRL;1990Q1;0.0;
GRL;1990Q2;0.0;
GRL;1990Q3;0.0;
GRL;1990Q4;0.0;
GRL;1991Q1;0.0;
